Iteration;Best Fitness;Average Fitness;Worst Fitness
59;2216.8332637450876;2216.8332637450876;2216.8332637450876
60;2216.8332637450876;2216.8332637450876;2216.8332637450876
61;2216.8332637450876;2216.8332637450876;2216.8332637450876
62;2216.8332637450876;2216.8332637450876;2216.8332637450876
63;2216.8332637450876;2216.8332637450876;2216.8332637450876
64;2216.8332637450876;2216.8332637450876;2216.8332637450876
65;2216.8332637450876;2216.8332637450876;2216.8332637450876
66;2216.8332637450876;2216.8332637450876;2216.8332637450876
67;2216.8332637450876;2216.8332637450876;2216.8332637450876
68;2216.8332637450876;2216.8332637450876;2216.8332637450876
69;2216.8332637450876;2216.8332637450876;2216.8332637450876
70;2216.8332637450876;2216.8332637450876;2216.8332637450876
71;2216.8332637450876;2216.8332637450876;2216.8332637450876
72;2216.8332637450876;2216.8332637450876;2216.8332637450876
73;2216.8332637450876;2216.8332637450876;2216.8332637450876
74;2216.8332637450876;2216.8332637450876;2216.8332637450876
75;2216.8332637450876;2216.8332637450876;2216.8332637450876
76;2216.8332637450876;2216.8332637450876;2216.8332637450876
77;2216.8332637450876;2216.8332637450876;2216.8332637450876
78;2216.8332637450876;2216.8332637450876;2216.8332637450876
79;2216.8332637450876;2216.8332637450876;2216.8332637450876
80;2216.8332637450876;2216.8332637450876;2216.8332637450876
81;2216.8332637450876;2216.8332637450876;2216.8332637450876
82;2216.8332637450876;2216.8332637450876;2216.8332637450876
83;2216.8332637450876;2216.8332637450876;2216.8332637450876
84;2216.8332637450876;2216.8332637450876;2216.8332637450876
85;2216.8332637450876;2216.8332637450876;2216.8332637450876
86;2216.8332637450876;2216.8332637450876;2216.8332637450876
87;2216.8332637450876;2216.8332637450876;2216.8332637450876
88;2216.8332637450876;2216.8332637450876;2216.8332637450876
89;2216.8332637450876;2216.8332637450876;2216.8332637450876
90;2216.8332637450876;2216.8332637450876;2216.8332637450876
91;2216.8332637450876;2216.8332637450876;2216.8332637450876
92;2216.8332637450876;2216.8332637450876;2216.8332637450876
93;2216.8332637450876;2216.8332637450876;2216.8332637450876
94;2216.8332637450876;2216.8332637450876;2216.8332637450876
95;2216.8332637450876;2216.8332637450876;2216.8332637450876
96;2216.8332637450876;2216.8332637450876;2216.8332637450876
97;2216.8332637450876;2216.8332637450876;2216.8332637450876
98;2216.8332637450876;2216.8332637450876;2216.8332637450876
99;2216.8332637450876;2216.8332637450876;2216.8332637450876
100;2216.8332637450876;2216.8332637450876;2216.8332637450876
